operatetime,_c1
2021090713,28830
2021090712,12448
2021090711,39376
2021090710,56089
2021090709,78625
2021090708,85688
2021090707,5685
2021090706,446
2021090705,213
2021090704,70
2021090703,167
2021090702,59
2021090701,221
2021090700,292
2021090623,813
2021090622,1363
2021090621,2538
2021090620,3673
2021090619,6886
2021090618,16917
2021090617,41156
2021090616,56970
2021090615,66579
2021090614,69403
2021090613,30678
2021090612,13348
2021090611,42936
2021090610,59323
2021090609,83842
2021090608,83160
2021090607,5424
2021090606,422
2021090605,202
2021090604,56
2021090603,152
2021090602,88
2021090601,218
2021090600,222
2021090523,599
2021090522,910
2021090521,1471
2021090520,1576
2021090519,1968
2021090518,2523
2021090517,4289
2021090516,4264
2021090515,4677
2021090514,3822
2021090513,3170
2021090512,2355
2021090511,4080
2021090510,4663
2021090509,5972
2021090508,3772
2021090507,802
2021090506,180
2021090505,181
2021090504,53
2021090503,174
2021090502,67
2021090501,234
2021090500,230
2021090423,591
2021090422,817
2021090421,1251
2021090420,1382
2021090419,1901
2021090418,3099
2021090417,4320
2021090416,5498
2021090415,5719
2021090414,4432
2021090413,3192
2021090412,3208
2021090411,5846
2021090410,7217
2021090409,8770
2021090408,6385
2021090407,1035
2021090406,215
2021090405,212
2021090404,47
2021090403,164
2021090402,73
2021090401,231
2021090400,308
2021090323,738
2021090322,1111
2021090321,1866
2021090320,2823
2021090319,5684
2021090318,15437
2021090317,37435
2021090316,49918
2021090315,56848
2021090314,58752
2021090313,25757
2021090312,12064
2021090311,35024
2021090310,50189
2021090309,72325
2021090308,79250
2021090307,5430
2021090306,457
2021090305,260
2021090304,47
2021090303,160
2021090302,69
2021090301,287
2021090300,492
2021090223,979
2021090222,1593
2021090221,2598
2021090220,3672
2021090219,6353
2021090218,15763
2021090217,37671
2021090216,51281
2021090215,57410
2021090214,60786
2021090213,25900
2021090212,11181
2021090211,35348
2021090210,50013
2021090209,71630
2021090208,80506
2021090207,5325
2021090206,442
2021090205,205
2021090204,55
2021090203,166
2021090202,57
2021090201,217
2021090200,271
2021090123,746
2021090122,1266
2021090121,2134
2021090120,3079
2021090119,5838
2021090118,15220
2021090117,36505
2021090116,50984
2021090115,57692
2021090114,60768
2021090113,26755
2021090112,11529
2021090111,35278
2021090110,50709
2021090109,74520
2021090108,79767
2021090107,5679
2021090106,756
2021090105,219
2021090104,101
2021090103,154
2021090102,86
2021090101,216
2021090100,396
2021083123,998
2021083122,1895
2021083121,3226
2021083120,4998
2021083119,9195
2021083118,21917
2021083117,46325
2021083116,59702
2021083115,67304
2021083114,66166
2021083113,29493
2021083112,15085
2021083111,41793
2021083110,57643
2021083109,79469
2021083108,83473
2021083107,5478
2021083106,437
2021083105,216
2021083104,67
2021083103,173
2021083102,91
2021083101,256
2021083100,392
2021083023,1234
2021083022,1836
2021083021,3083
2021083020,4949
2021083019,9313
2021083018,21247
2021083017,47477
2021083016,60344
2021083015,69097
2021083014,70072
2021083013,30242
2021083012,14691
2021083011,44418
2021083010,61315
2021083009,85177
2021083008,86264
2021083007,5782
2021083006,482
2021083005,201
2021083004,52
2021083003,168
2021083002,65
2021083001,259
2021083000,347
2021082923,858
2021082922,1285
2021082921,1733
2021082920,2028
2021082919,2307
2021082918,3216
2021082917,5256
2021082916,5003
2021082915,5730
2021082914,3950
2021082913,3495
2021082912,2868
2021082911,4858
2021082910,5580
2021082909,6976
2021082908,4547
2021082907,800
2021082906,159
2021082905,183
2021082904,71
2021082903,190
2021082902,102
2021082901,252
2021082900,346
2021082823,735
2021082822,1034
2021082821,1531
2021082820,1827
2021082819,2389
2021082818,3445
2021082817,5766
2021082816,6137
2021082815,7081
2021082814,5362
2021082813,4360
2021082812,4039
2021082811,7416
2021082810,9157
2021082809,11039
2021082808,7772
2021082807,1253
2021082806,238
2021082805,183
2021082804,45
2021082803,156
2021082802,88
2021082801,255
2021082800,419
2021082723,963
2021082722,1538
2021082721,2648
2021082720,3886
2021082719,7914
2021082718,20316
2021082717,45395
2021082716,59552
2021082715,65956
2021082714,66939
2021082713,28637
2021082712,15140
2021082711,42788
2021082710,57104
2021082709,77535
2021082708,82973
2021082707,5209
2021082706,484
2021082705,232
2021082704,60
2021082703,161
2021082702,98
2021082701,293
2021082700,436
2021082623,959
2021082622,1615
2021082621,2592
2021082620,4121
2021082619,8104
2021082618,19444
2021082617,44256
2021082616,57959
2021082615,65635
2021082614,66717
2021082613,28742
2021082612,14199
2021082611,41831
2021082610,57516
2021082609,80657
2021082608,85773
2021082607,5352
2021082606,459
2021082605,216
2021082604,63
2021082603,158
2021082602,85
2021082601,225
2021082600,410
2021082523,991
2021082522,1565
2021082521,2705
2021082520,3952
2021082519,8473
2021082518,19715
2021082517,45566
2021082516,59175
2021082515,66852
2021082514,68019
2021082513,28920
2021082512,13943
2021082511,43132
2021082510,58803
2021082509,84211
2021082508,86565
2021082507,5230
2021082506,617
2021082505,211
2021082504,68
2021082503,149
2021082502,82
2021082501,245
2021082500,341
2021082423,975
2021082422,1634
2021082421,2687
2021082420,4424
2021082419,8404
2021082418,19705
2021082417,45959
2021082416,60393
2021082415,67691
2021082414,68803
2021082413,29735
2021082412,14056
2021082411,43444
2021082410,59975
2021082409,82216
2021082408,87580
2021082407,5538
2021082406,562
2021082405,230
2021082404,53
2021082403,147
2021082402,48
2021082401,199
2021082400,310
2021082323,834
2021082322,1458
2021082321,2618
2021082320,4413
2021082319,8480
2021082318,20191
2021082317,45966
2021082316,62973
2021082315,70251
2021082314,72318
2021082313,31522
2021082312,14564
2021082311,45762
2021082310,64131
2021082309,86623
2021082308,87660
2021082307,5508
2021082306,448
2021082305,186
2021082304,77
2021082303,152
2021082302,75
2021082301,197
2021082300,281
2021082223,637
2021082222,1042
2021082221,1565
2021082220,1817
2021082219,2049
2021082218,2826
2021082217,4912
2021082216,4864
2021082215,5376
2021082214,4185
2021082213,3487
2021082212,2554
2021082211,4659
2021082210,5270
2021082209,6523
2021082208,4506
2021082207,977
2021082206,195
2021082205,180
2021082204,45
2021082203,141
2021082202,63
2021082201,228
2021082200,282
2021082123,681
2021082122,935
2021082121,1475
2021082120,1644
2021082119,2053
2021082118,3351
2021082117,5799
2021082116,5988
2021082115,6865
2021082114,4955
2021082113,4115
2021082112,3693
2021082111,7333
2021082110,8884
2021082109,10581
2021082108,7846
2021082107,1116
2021082106,215
2021082105,188
2021082104,48
2021082103,140
2021082102,85
2021082101,254
2021082100,370
2021082023,920
2021082022,1410
2021082021,2450
2021082020,3891
2021082019,7760
2021082018,19824
2021082017,43992
2021082016,60072
2021082015,65455
2021082014,64334
2021082013,28416
2021082012,14620
2021082011,41755
2021082010,59070
2021082009,77669
2021082008,81725
2021082007,5002
2021082006,505
2021082005,202
2021082004,78
2021082003,161
2021082002,105
2021082001,260
2021082000,355
2021081923,937
2021081922,1937
2021081921,2602
2021081920,3841
2021081919,7318
2021081918,17962
2021081917,42551
2021081916,56913
2021081915,83280
2021081914,56383
2021081913,27821
2021081912,13504
2021081911,39875
2021081910,56200
2021081909,78628
2021081908,83108
2021081907,4970
2021081906,493
2021081905,175
2021081904,51
2021081903,132
2021081902,63
2021081901,198
2021081900,305
2021081823,803
2021081822,1487
2021081821,2424
2021081820,3631
2021081819,7089
2021081818,17910
2021081817,42144
2021081816,58335
2021081815,65741
2021081814,66208
2021081813,27583
2021081812,12914
2021081811,40357
2021081810,57250
2021081809,79907
2021081808,85281
2021081807,5269
2021081806,517
2021081805,200
2021081804,65
2021081803,159
2021081802,83
2021081801,200
2021081800,305
2021081723,864
2021081722,1349
2021081721,2394
2021081720,3781
2021081719,7434
2021081718,18528
2021081717,44707
2021081716,58225
2021081715,67606
2021081714,67519
2021081713,28447
2021081712,13850
2021081711,41969
2021081710,58789
2021081709,81635
2021081708,86437
2021081707,5197
2021081706,436
2021081705,184
2021081704,46
2021081703,148
2021081702,66
2021081701,196
2021081700,318
2021081623,739
2021081622,1242
2021081621,2179
2021081620,3694
2021081619,7567
2021081618,18524
2021081617,45402
2021081616,59990
2021081615,68744
2021081614,68208
2021081613,29576
2021081612,13920
2021081611,44617
2021081610,63150
2021081609,88809
2021081608,86058
2021081607,5235
2021081606,365
2021081605,174
2021081604,39
2021081603,125
2021081602,58
2021081601,177
2021081600,240
2021081523,594
2021081522,1082
2021081521,1468
2021081520,1706
2021081519,1972
2021081518,2769
2021081517,4666
2021081516,4570
2021081515,4861
2021081514,3698
2021081513,3192
2021081512,2406
2021081511,4156
2021081510,4919
2021081509,6138
2021081508,4231
2021081507,734
2021081506,138
2021081505,146
2021081504,36
2021081503,135
2021081502,55
2021081501,199
2021081500,261
2021081423,515
2021081422,1000
2021081421,1137
2021081420,1398
2021081419,1722
2021081418,2730
2021081417,4939
2021081416,5265
2021081415,5542
2021081414,4420
2021081413,3560
2021081412,3188
2021081411,6289
2021081410,7968
2021081409,9858
2021081408,7416
2021081407,1150
2021081406,207
2021081405,145
2021081404,50
2021081403,143
2021081402,78
2021081401,223
2021081400,338
2021081323,709
2021081322,1257
2021081321,2085
2021081320,3127
2021081319,6987
2021081318,17426
2021081317,40669
2021081316,55670
2021081315,62782
2021081314,60952
2021081313,26613
2021081312,13125
2021081311,39670
2021081310,56005
2021081309,77335
2021081308,80495
2021081307,4916
2021081306,441
2021081305,114
2021081304,63
2021081303,75
2021081302,96
2021081301,302
2021081300,465
2021081223,923
2021081222,1524
2021081221,2360
2021081220,3676
2021081219,6720
2021081218,16682
2021081217,41247
2021081216,55761
2021081215,63271
2021081214,62820
2021081213,26589
2021081212,12736
2021081211,40252
2021081210,57002
2021081209,77202
2021081208,83185
2021081207,4746
2021081206,415
2021081205,123
2021081204,54
2021081203,49
2021081202,65
2021081201,231
2021081200,369
2021081123,755
2021081122,1357
2021081121,2365
2021081120,3474
2021081119,6954
2021081118,17185
2021081117,41704
2021081116,55987
2021081115,64143
2021081114,63376
2021081113,26777
2021081112,12223
2021081111,38957
2021081110,55005
2021081109,78620
2021081108,82402
2021081107,5071
2021081106,423
2021081105,196
2021081104,73
2021081103,148
2021081102,93
2021081101,237
2021081100,296
2021081023,782
2021081022,1331
2021081021,2218
2021081020,3716
2021081019,7106
2021081018,17860
2021081017,42641
2021081016,57728
2021081015,66803
2021081014,64973
2021081013,27439
2021081012,12924
2021081011,40601
2021081010,57058
2021081009,78296
2021081008,83587
2021081007,5176
2021081006,464
2021081005,116
2021081004,57
2021081003,95
2021081002,70
2021081001,176
2021081000,330
2021080923,629
2021080922,1318
2021080921,2239
2021080920,3854
2021080919,7465
2021080918,18397
2021080917,43391
2021080916,59285
2021080915,67421
2021080914,67614
2021080913,28311
2021080912,13782
2021080911,42762
2021080910,60671
2021080909,84920
2021080908,85871
2021080907,5334
2021080906,410
2021080905,150
2021080904,43
2021080903,125
2021080902,57
2021080901,170
2021080900,266
2021080823,554
2021080822,926
2021080821,1276
2021080820,1509
2021080819,1903
2021080818,2585
2021080817,4200
2021080816,4370
2021080815,4960
2021080814,3586
2021080813,2951
2021080812,2247
2021080811,4158
2021080810,4774
2021080809,5933
2021080808,3885
2021080807,684
2021080806,135
2021080805,140
2021080804,43
2021080803,127
2021080802,54
2021080801,181
2021080800,210
2021080723,594
2021080722,784
2021080721,1093
2021080720,1357
2021080719,1799
2021080718,3085
2021080717,5057
2021080716,5477
2021080715,5998
2021080714,4574
2021080713,3736
2021080712,3394
2021080711,6363
2021080710,8033
2021080709,9762
2021080708,7309
2021080707,1123
2021080706,203
2021080705,156
2021080704,42
2021080703,122
2021080702,75
2021080701,195
2021080700,332
2021080623,675
2021080622,1130
2021080621,1888
2021080620,3280
2021080619,6585
2021080618,17121
2021080617,39628
2021080616,52177
2021080615,58864
2021080614,58301
2021080613,24780
2021080612,11959
2021080611,36702
2021080610,51510
2021080609,71493
2021080608,76759
2021080607,5022
2021080606,437
2021080605,181
2021080604,61
2021080603,137
2021080602,76
2021080601,186
2021080600,343
2021080523,796
2021080522,1236
2021080521,2076
2021080520,3278
2021080519,6368
2021080518,15115
2021080517,36943
2021080516,51839
2021080515,58954
2021080514,58646
2021080513,25330
2021080512,11930
2021080511,36200
2021080510,50946
2021080509,72070
2021080508,77764
2021080507,4819
2021080506,399
2021080505,156
2021080504,57
2021080503,127
2021080502,59
2021080501,184
2021080500,318
2021080423,704
2021080422,1173
2021080421,1997
2021080420,3187
2021080419,6104
2021080418,15723
2021080417,38004
2021080416,51347
2021080415,59954
2021080414,58882
2021080413,24296
2021080412,11782
2021080411,36402
2021080410,51476
2021080409,72194
2021080408,77048
2021080407,4958
2021080406,435
2021080405,206
2021080404,105
2021080403,171
2021080402,124
2021080401,257
2021080400,378
2021080323,751
2021080322,1276
2021080321,1993
2021080320,3116
2021080319,6119
2021080318,15499
2021080317,38276
